"Article_ID";"Date";"Title";"Subject";"Topic.Code"
35522;"24-Aug-99";"A Treasure of Mummies in the Sands of Egypt";"Archeological finding in Cairo, Egypt unearths mummies from Roman times";19
35532;"25-Aug-99";"A Domestic Sort With Global Worries";"Clinton changes policy ideas for Kosovo, option to send troops is still on the table";16
35542;"27-Aug-99";"A Double World Record-Holder";"Michael Johnson holds two world records in Track";29
35553;"28-Aug-99";"A Farewell to the Russian Space Station";"The last full time crew of Mir, a Russian space station, return home";19
35563;"29-Aug-99";"A Revolution Peru's Rebels Didn't Intend";"Peru: civilians resist rebels and rebuild";19
35573;"31-Aug-99";"White House Seekers Wear Faith on Sleeve and Stump";"White House Candidates Make Their Faith Prominent";20
35583;"1-Sep-99";"U.S. Dollar Is Sliding Against Yen and Euro";"US dollar is falling below Yen and Euro";18
35593;"2-Sep-99";"Express Train Delayed";"Amtrak's express train service will be delayed to work on wheels";10
35603;"3-Sep-99";"Tension Between Reno and Freeh Reaches Breaking Point on Waco";"Waco, Tensions between FBI officials and Reno";16
35614;"4-Sep-99";"Swiss Freeze 59 Bank Accounts For Russian Corruption Inquiry";"Russian Money corruption, Swiss freeze bank accounts";19
35624;"6-Sep-99";"2 Car Bombs in Israel";"Car Bombs in Israel, after peace accord signed";19
35634;"7-Sep-99";"New Diabetes Strategy";"Type 2 Diabetes:  avoiding the onset and treatments";3
35644;"8-Sep-99";"U.N. Says a Quarter of East Timorese Have Fled";"UN reports that East Timorese have fled";19
35654;"9-Sep-99";"Lott Says Veto Is Likely to Kill Tax Cut in '99";"Clinton promises veto in Republican tax cut";20
35664;"10-Sep-99";"Indian Courts World's Riches and Poor's Vote";"India: examining chief miniser N. Chandrababu Naidu";19
35674;"11-Sep-99";"Giuliani's Challenge in Outbreak: To Warn but Not to Panic Public";"Encephalitis Outbreak:  planning to handle the crisis";3
35684;"13-Sep-99";"THE DEBATE ON AID FOR THE ELDERLY FOCUSES ON WOMEN";"Medicare focuses on women";3
35694;"14-Sep-99";"G.O.P. Angry and Pessimistic Over Buchanan Signal to Bolt";"Buchanan to leave Republican party";20
35704;"15-Sep-99";"In New Tactic, State Aims to Sue Utilities Over Coal Pollution";"New York State brings suit over Coal Pollution";7
35714;"16-Sep-99";"Russian Blast Kills 4";"Russian truck bomb kills 4, wounds 70";19
35725;"18-Sep-99";"Anti-Abortion Law Is Roiling Missouri";"Anti-Abortion Legislation in Missouri, Controversy";2
35735;"19-Sep-99";"Friends and Families Invited When Companies Go Public";"stock market:  friends and family shares";15
35745;"21-Sep-99";"New York and New Jersey Still Reeling From the Storm";"New York and New Jersey still feel effects of Hurricane Floyd";26
35755;"22-Sep-99";"TRADE DEFICIT RISE PROVOKES CONCERN OF RISK TO DOLLAR";"trade deficit causes concern for U.S. dollar";18
35765;"23-Sep-99";"Families of Taiwan's Missing See Little Hope in the Rubble";"Taiwanese sifting through rubble from earthquake";26
35775;"24-Sep-99";"Mars Orbiting Craft Presumed Destroyed By Navigation Error";"Mars Spacecraft Destroyed";17
35785;"25-Sep-99";"Rewarding Adoptions";"monetary rewards to states that increase adoptions";12
35795;"26-Sep-99";"A FISCAL DEADLINE COULD FORCE G.O.P. TO BREAK A PLEDGE";"Fiscal Deadline:  Republicans may not pass spending bill on time";20
35805;"27-Sep-99";"Chechens Flee Russian Bombs By Thousands";"Chechnens flee Russia, bombings";19
35815;"29-Sep-99";"RULING PARTY GETS A LIFT IN MEXICO AS FOES DISAGREE";"Mexico:  no opposing presidential candidate leaves voter disheartened";19
35825;"29-Sep-99";"Law-Enforcement Rivalry in U.S. Slowed Inquiry on Russian Funds";"New York Bank/Russian money laundering scandal; law enforcement slowed inquiry";12
35835;"30-Sep-99";"Baby in Parents' Bed in Danger? U.S. Says Yes, but Others Demur";"Babies sleeping in parents' bed dangerous";3
35846;"2-Oct-99";"Chairman Mao Joins the Parade";"china celebrates 50 years of communism";19
35856;"3-Oct-99";"CHILEAN MILITARY FACES RECKONING FOR ITS DARK PAST";"chile military's past crimes";19
35866;"4-Oct-99";"House Set to Debate Patients' Rights Bills";"house to debate a patients' bill of rights";3
35876;"5-Oct-99";"In a Front-Line Chechen Village: Missiles, Bombs and Resistance";"war in Chechnya";19
35886;"6-Oct-99";"BASEBALL PLAYOFFS";"baseball";29
35896;"8-Oct-99";"HOUSE PASSES BILL TO EXPAND RIGHTS ON MEDICAL CARE";"house passes bill giving more rights to patients";3
35906;"9-Oct-99";"A Thinking Bird or Just Another Birdbrain?";"animal intelligence research";17
35916;"10-Oct-99";"Debate Over Treaty Revisits Old Riddle";"debate over nuclear testing";16
35926;"11-Oct-99";"West Bank Shooting Starts What Accords Could Not";"shooting in west bank";19
35936;"13-Oct-99";"BASEBALL PLAYOFFS";"baseball";29
35946;"14-Oct-99";"In Wired World, Much Is Free at Click of a Mouse";"free stuff on the internet";17
35956;"15-Oct-99";"BRAIN MAY GROW NEW CELLS DAILY";"research on the brain, new neurons on cerebral cortex";3
35967;"16-Oct-99";"DELAY INC. -- A special report;";"tom delay's power";20
35977;"17-Oct-99";"Clinton Foreign Policy Shaken";"clinton foreign policy and the failure of the nuclear test ban treaty";16
35987;"19-Oct-99";"Study Suggests Cause Of Gulf War Illness";"gulf war illness";16
35997;"20-Oct-99";"Poll Finds Decline in Teen-Age Fear and Violence";"poll on teen thoughts on school violence";6
36007;"22-Oct-99";"Scientists Find Enzyme Linked To Alzheimer's";"research into alzheimer's disease";3
36018;"23-Oct-99";"WORLD SERIES PREVIEW;";"preview of the world series";29
36028;"24-Oct-99";"Deal on Bank Bill Was Helped Along By Midnight Talks";"banking bill";15
36038;"25-Oct-99";"State Child Care Aid Slow to Reach Clients";"state child care aid";5
36048;"27-Oct-99";"Giuliani and Principals Union Near Deal on Ending Tenure";"deal on tenure for nyc principals";6
36058;"28-Oct-99";"Food Inspectors Facing Charges In Bribery Case";"food inspectors in a bribery case";4
36068;"29-Oct-99";"SPECIAL TODAY;";"yankees";29
36079;"31-Oct-99";"Witches Cast as the Neo-Pagans Next Door";"Wicca, a legal religion, is growing in the United States";31
36089;"1-Nov-99";"Parties Closer Than They Seem In Budget Fight";"Clinton and congress fighting over the budget";1
36099;"2-Nov-99";"GIULIANI ORDERED TO RESTORE FUNDS FOR ART MUSEUM";"Giuliani must restore funds for a museum";28
36109;"3-Nov-99";"REDESIGNING NATURE: A special report.;";"genetically altered squash";4
36119;"5-Nov-99";"Rally in Tehran Pays Lip Service To the Revolutionary Zeal of '79";"rally in Iran commemorating the revolution";19
36130;"6-Nov-99";"Help Wanted, Meaning Help Can Be Fussy";"great job market";5
36140;"7-Nov-99";"U.S. VERSUS MICROSOFT: THE STRATEGY;";"US case against microsoft";15
36150;"8-Nov-99";"THE ELITE'S CHOICE WINS HUGE VICTORY IN MEXICO PRIMARY";"Mexican primary election";19
36160;"9-Nov-99";"BIG H.M.O. TO GIVE DECISIONS ON CARE BACK TO DOCTORS";"HMO giving doctors more decision making power";3
36170;"10-Nov-99";"I.M.F. Director Quits, Prompting a Struggle";"IMF director resigns";19
36180;"11-Nov-99";"FLIGHT RECORDER SAID TO INDICATE CONTROL AT FIRST";"investigation into EgyptAir crash";10
36191;"13-Nov-99";"Labels Must Display Data on Type of Fat";"FDA requirement on displaying trans fat";3
36201;"14-Nov-99";"New Doctors Step Into a Turbulent World";"a new doctor";3
36211;"15-Nov-99";"Tight Labor Supply Creates Jobs for the Mentally Disabled";"amount of jobs increasing for mentally disabled";2
36221;"16-Nov-99";"DEAL ON U.N. DUES BREAKS AN IMPASSE AND DRAWS CRITICS";"deal on abortion and UN dues";2
36231;"17-Nov-99";"Crew Member Suspected of Crashing Jet";"crew member suspected of crashing egyptair flight";10
36241;"18-Nov-99";"Need for Computer Experts Is Making Recruiters Frantic";"computer experts in high demand from employers";17
36252;"20-Nov-99";"In the Dugout for Cuba";"Castro plays baseball against Chavez";19
36262;"21-Nov-99";"Unearthing the New Nashville's Wax Castoffs";"wax museum closes";28
36272;"23-Nov-99";"Albany Is Near Deal on Using Tobacco Share";"NY tobacco money";3
36282;"24-Nov-99";"Medicare Cuts Jolt New York Hospitals That Train Doctors";"medicare cuts in training hospitals";3
36292;"25-Nov-99";"Colorado Fuels U.S. Debate Over Use of Behavioral Drugs";"behavioral drug use debate";3
36304;"27-Nov-99";"Zero Day Near, New York Asks, 'What If?'";"y2k worries";17
36314;"28-Nov-99";"Global Trade Forum Reflects A Burst Of Conflict and Hope";"global trade forum in Seattle";18
36324;"29-Nov-99";"TWO STATES RETAIN ROLES IN SHAPING PRESIDENTIAL RACE";"iowa and new hampshire shaping the presidential race";20
36334;"1-Dec-99";"At Riven Holy Sepulcher, Anxiety as Crowds Loom";"crisis at the holy sepulcher church in Israel";19
36344;"2-Dec-99";"For McCain, New York Ballot Is Tough to Crack";"McCain having trouble getting on the NY ballot primary";20
36354;"3-Dec-99";"Home for a Memorial To Martin Luther King";"DC memorial for MLK";21
36365;"4-Dec-99";"From Rotting Leaves, a Mighty Anger Grows";"people upset over composting";7
36375;"6-Dec-99";"Number of Foster Children in City At Lowest Level Since the 1980's";"foster children in nyc";12
36385;"7-Dec-99";"Russians Issue An Ultimatum To Rebel City";"Russia threatens Grozny";19
36395;"8-Dec-99";"Russia Uses a Sledgehammer In Chechnya War This Time";"Russian war in Chechnya";19
36405;"9-Dec-99";"Furor Over Homeless Plan";"homeless plan in nyc";14
36415;"10-Dec-99";"RUSSIANS DECLARE CHECHEN REFUGEES WILL BE SENT BACK";"Russia to send back Chechen refugees";19
36426;"11-Dec-99";"Giuliani Offers Plan to Handle Transit Strike";"NY transit strike";5
36436;"12-Dec-99";"PRESIDENT ADMITS 'DON'T ASK' POLICY HAS BEEN FAILURE";"don?t ask don?t tell policy admitted a failure by president";2
36446;"14-Dec-99";"ISRAEL LAWMAKERS CLOSELY APPROVE TALKS WITH SYRIA";"Israel to talk with Syria";19
36456;"15-Dec-99";"Carter, Proclaiming 'It's Yours,' Celebrates New Era for Panama";"Panama takes control of the Panama canal";19
36466;"16-Dec-99";"Gore Proposal Would Set Aside $115 Billion for Education Fund";"Gore proposes an education fund";6
36476;"17-Dec-99";"Chechens Say They Were Shot At in Safe Corridor";"chechens claim they were shot at";19
36487;"19-Dec-99";"THE NEEDIEST CASES;";"ny times neediest cases fund";17
36497;"20-Dec-99";"Minority Growth Slips at Top Private Schools";"minorities at private schools";2
36507;"21-Dec-99";"Forecasts Made Rosy for Investors, But Results Are Sometimes Paler";"forecasts for investors";15
36517;"22-Dec-99";"Democrats Able To Circumvent Donation Limit";"Democrats working around campaign finance laws";20
36527;"23-Dec-99";"Scientists Place Jellyfish Genes Into Monkeys";"scientists put jellyfish genes in monkeys";3
36538;"25-Dec-99";"No Scrooges at Malls";"shopping season stats";1
36549;"26-Dec-99";"Now Seeking A Superhero";"nyc needs a school chancellor";6
36559;"27-Dec-99";"CHINA SENTENCES 4 IN SPIRITUAL GROUP TO LONG JAIL TIME";"China sentences Falun Gong members";19
36569;"28-Dec-99";"Controls Sought For Drug Sales On the Internet";"online prescription drug sales";3
36579;"30-Dec-99";"A Memorial to a Killer Crumbles";"Israel destroys a shrine to a terrorist";19
36590;"31-Dec-99";"A Lavish Run Leaves Forbes Laboring for Nation's Notice";"forbes candidacy faltering";20
19347;"1-Jan-00";"Hostages Are Safe As Hijacking Ends";"hijackers release hostages";19
17416;"3-Jan-00";"Bold Chechen Rebels Fight Russia on Two Fronts";"Chechnya fighting";19
23850;"4-Jan-00";"Few Year 2000 Flaws";"Y2K";17
23963;"5-Jan-00";"GREENSPAN NAMED TO A FOURTH TERM AS FED CHAIRMAN";"greenspan renominated";20
17418;"6-Jan-00";"Chechen Rebels Fiercely Attack Russian Forces";"Chechnya fighting";19
17420;"8-Jan-00";"Russian Command Suspending Assault On Chechen Capital";"Chechnya fighting";19
25309;"9-Jan-00";"DEMOCRATS WORRY OVER WAR CHEST AMASSED BY G.O.P.";"political party financing";20
20914;"10-Jan-00";"A Major New Role As Theater Mogul For Lloyd Webber";"Andrew Lloyd Webber";28
25895;"11-Jan-00";"MEDIA MEGADEAL;
MORE ON THE DEAL";"media merger";15
27125;"12-Jan-00";"Bias Law Is Debated";"supreme court reviews violence against women law";2
27129;"14-Jan-00";"In Trade-Off With TV Networks, Drug Office Is Reviewing Scripts";"drugs on tv";3
24273;"15-Jan-00";"THE 2000 CAMPAIGN: THE DEMOCRATIC CHALLENGER;
Bradley's Appeal Competes With a Frequently Gruff Side";"2000 election; bill bradley";20
27136;"16-Jan-00";"Custody Case Is Overshadowing Shift Among Cuban Immigrants";"Elian Gonzalez";5
27139;"17-Jan-00";"Nicer Times Sq. Gets Nicer Crowd of Truants";"kids cluttering times square while skipping school";6
5945;"19-Jan-00";"MISSILE IS UNABLE TO HIT ITS TARGET IN PENTAGON TEST";"pentagon missile test fails";16
24280;"20-Jan-00";"THE 2000 CAMPAIGN: THE ARRANGEMENTS;
Aides Looking to Later Rounds While Gore and Bradley Spar";"election campaigns";20
27148;"21-Jan-00";"DOCUMENT DETAILS ABUSES IN A UNION OF CIVIL SERVANTS";"union report on corruption";5
27149;"22-Jan-00";"Gene Therapy Ordered Halted At University";"Penn gene therapy halted";3
27153;"24-Jan-00";"The Bell Rings but the Students Stay, and Stay";"after-school programs";6
24285;"25-Jan-00";"THE 2000 CAMPAIGN: NEWS ANALYSIS;
Iowa as Definer for Bush";"election campaign";20
25903;"26-Jan-00";"Judge Says State Can't Prohibit Televising of Trial in Diallo Case";"judge allows televised trial";12
25904;"27-Jan-00";"Coca-Cola to Cut 20% of Its Staff AfterWoes at Home and Abroad";"coke cuts jobs";15
25906;"29-Jan-00";"May I See Your Gun License, Please?";"gun licensing";12
27166;"30-Jan-00";"Consumers Hit As Fuel Prices Climb Sharply";"gas prices";8
24295;"31-Jan-00";"THE 2000 CAMPAIGN;
MORE ON THE CAMPAIGN";"campaigns";20
21888;"1-Feb-00";"BASEBALL;
Baseball Suspends Rocker Till May for Comments";"MLB";29
27172;"3-Feb-00";"Gay Couples Ruling Is Dividing Vermont";"gay marriage in VT";2
24301;"4-Feb-00";"McCAIN ON BALLOT ACROSS NEW YORK AS PATAKI GIVES IN";"McCain gets ballot access in NY";20
27179;"5-Feb-00";"Expansion Provided 387,000 New Jobs In U.S. Last Month";"US employment rate";1
24304;"6-Feb-00";"THE 2000 CAMPAIGN: THE POPULIST APPEAL;
The Inside Outsiders Behind John McCain";"McCain and populism";20
16880;"7-Feb-00";"Moscow Takes Step To Ease U.S. Fears On Plutonium Use";"Russian plutonium";16
20918;"9-Feb-00";"Fashionably Early: New York Starts Buzzing Before Dusk";"NY nightlife scene";28
23752;"10-Feb-00";"Spread of Attacks on Web Sites Is Slowing Traffic on the Internet";"Internet";17
27187;"10-Feb-00";"Paige and Louise's Big Interview";"Gore talks about college tuition";6
25541;"12-Feb-00";"Despite Options on Census, Many to Check 'Black' Only";"race options on the census";20
25922;"13-Feb-00";"Los Angeles Tests Its Limits in Quest to Grow";"LA growth";14
16867;"14-Feb-00";"NATO-LED TROOPS CAUGHT IN BATTLE OVER KOSOVO TOWN";"Kosovo";16
27192;"16-Feb-00";"Leak at Indian Pt. Nuclear Plant Prompts Shutdown and an Alert";"nuclear plant leak";8
24320;"17-Feb-00";"A Fire Wall Weakens";"primary elections";20
27196;"18-Feb-00";"Brain Surgeon Cited In Bungled '95 Case Faces a New Inquiry";"accused surgeon";3
24326;"19-Feb-00";"THE 2000 CAMPAIGN: SOUTH CAROLINA;
Big Turnout Seen for South Carolina Primary";"primary in SC";20
19017;"21-Feb-00";"Iran Reformers' Gains Reflected In Homages to Outspoken Cleric";"Iran";19
24334;"22-Feb-00";"THE 2000 CAMPAIGN: THE BATTLEGROUND;
Evangelist Goes On the Attack To Help Bush";"campaign; tax reform; abortion";20
27203;"23-Feb-00";"MICROSOFT CHIDED AS ANTITRUST TRIAL DRAWS TO A CLOSE";"Microsoft";15
27205;"24-Feb-00";"Complaint Cites Bias At the Secret Service";"secret service discrimination";2
18448;"25-Feb-00";"An Afghan Mosaic of Misery: Hunger, War and Repression";"Afghanistan conflicts";19
20360;"27-Feb-00";"WARNING BY CHINA TO TAIWAN POSES CHALLENGE TO U.S.";"Chinese/Taiwan relations";19
20925;"28-Feb-00";"Booksellers Grab a Young Wizard's Cloaktails";"Harry Potter";28
17179;"29-Feb-00";"INTERNATIONAL BUSINESS;
Battle Over I.M.F.";"Dispute Between Europe and U.S. Over IMF Head";19
25943;"2-Mar-00";"A Life of Guns, Drugs and Now, Killing, All at 6";"child murderer";12
25201;"3-Mar-00";"THE 2000 CAMPAIGN: CAMPAIGN FINANCE;
Longtime Fund-Raiser for Gore Convicted in Donation Scheme";"gore fundraiser convicted";20
25629;"4-Mar-00";"The Strain Over Lewinsky";"Lewinsky";20
25947;"5-Mar-00";"SHADES OF BLUE: A special report.;
Diallo Case Yields More Nuanced View of Police";"Diallo trial";12
17309;"7-Mar-00";"Behind China's Threats";"China Threatens Taiwan, But Lacks Equipment for Full Assault";19
24364;"8-Mar-00";"THE 2000 CAMPAIGN: NEWS ANALYSIS;
2 Victors, Redefined in Different Ways";"gore and bush";20
18450;"9-Mar-00";"MIDEAST LEADERS PLAN TALKS IN U.S.";"mid-east peace talks- Clinton Mediated";19
19258;"11-Mar-00";"U.N. SEES VIOLATION OF A DIAMOND BAN BY ANGOLA REBELS";"UN diamond ban";19
